"TOA5","GRT - GIZ Graaff-Reinet","Latitude: -32.48547","Longitude: 24.58582","Elevation: 660 m",,,SAURAN
"Date","RecNum","GHI_CMP11","DNI_CHP1","DHI_CMP11","Air_Temp","BP","RH","Rain_Tot","WS","WD","WD_SD"
2014-03-28 00:00,14,262.384,395.535,27.1568,17.48,945,96.8,0,2.885,54.41,75.68
2014-03-29 00:00,15,245.321,350.628,31.5292,18.28,944,79.28,0,1.831,140.3,60.53
2014-03-30 00:00,16,262.787,409.736,22.9867,22.27,938,76.21,0,3.955,288.8,59.27
2014-03-31 00:00,17,258.432,402.746,23.5305,18.75,941,86.9,0,2.944,142.7,30.14
2014-04-01 00:00,18,258.891,410.963,20.5588,20.35,937,87.4,0,2.345,176.9,68.75
2014-04-02 00:00,19,229.102,292.366,51.8821,19.53,934,88.2,0.762,3.208,237.4,36.57
2014-04-03 00:00,20,151.329,114.126,79.0719,14.27,936,80.7,0.762,4.658,297.5,37.95
2014-04-04 00:00,21,112.776,38.0449,90.4851,13.04,944,87.5,0.508,4.155,268.5,57.86
2014-04-05 00:00,22,243.256,367.81,32.2843,13.09,949,95.9,0,3.264,112.1,50.66
2014-04-06 00:00,23,238.02,338.059,34.0509,14.58,950,92.8,0,2.861,127,26.08
2014-04-07 00:00,24,204.363,276.759,40.7391,15.52,947,81.7,0,1.805,156.6,48.7
2014-04-08 00:00,25,197.596,190.023,77.3366,19.52,946,47.33,0,1.657,147.3,75.78
2014-04-09 00:00,26,237.042,333.847,40.0117,22.92,946,48.57,0,3.113,351.8,70.15
2014-04-10 00:00,27,232.838,373.036,27.03,22.42,946,52.19,0,2.746,5.964,77.43
2014-04-11 00:00,28,235.461,390.379,23.0128,22.13,947,42.39,0,3.099,3.007,66.39
2014-04-12 00:00,29,233.111,387.389,23.3506,22.47,947,31.64,0,3.98,338.8,64.74
2014-04-13 00:00,30,228.603,377.12,25.0121,22.92,947,41.58,0,3.714,353.2,63.2
2014-04-14 00:00,31,175.316,199.694,81.8654,23.01,944,36.31,0,3.205,331.5,51.77
2014-04-15 00:00,32,123.103,146.304,44.6121,22.99,941,98.7,13.97,4.475,324.8,54.84
2014-04-16 00:00,33,80.2947,1.59222,80.2776,13.72,947,90.4,11.18,5.124,138.4,16.79
2014-04-17 00:00,34,217.734,322.092,45.0198,14.07,949,98.1,0,2.269,153.7,35.83
2014-04-18 00:00,35,187.232,269.584,42.1718,14.34,943,87.4,0,1.973,351.3,61.91
2014-04-19 00:00,36,205.829,307.548,31.1111,20.92,940,79.66,0,3.173,300.7,49.9
2014-04-20 00:00,37,209.962,334.317,33.4526,17.64,945,95.7,0,2.551,140.6,65.26
2014-04-21 00:00,38,144.121,125.273,62.9034,17.55,943,89,2.286,1.459,137.3,55.96
2014-05-07 00:00,39,,,,,922,0,0,1.113,0,0
2014-05-08 00:00,40,104.809,66.9061,67.3763,,942,69.53,0,4.844,338.5,33.24
2014-05-09 00:00,41,58.917,7.88411,57.0092,19.76,937,79.71,0,5.917,343.9,21.58
2014-05-10 00:00,42,148.993,251.427,40.6179,15.07,938,82.3,0,5.514,327.4,24
2014-05-11 00:00,43,139.098,117.789,77.3977,11.04,943,69.36,0,2.924,335.1,17.01
2014-05-12 00:00,44,170.819,284.982,36.2245,10.75,943,81.3,0,3.25,336.1,23.93
2014-05-13 00:00,45,127.943,127.401,69.9053,12.18,944,90.3,0,3.911,335.6,16.32
2014-05-14 00:00,46,167.584,307.87,26.5582,14.24,946,88.8,0,2.489,330,38.15
2014-05-15 00:00,47,149.086,202.415,43.0227,13.23,946,96.2,0,2.484,293.1,27.4
2014-05-16 00:00,48,167.927,282.33,29.6056,14.86,937,59.56,0,1.593,319.8,29.25
2014-05-17 00:00,49,156.156,245.069,41.6874,12.82,940,73.98,0,4.094,324.7,10.98
2014-05-18 00:00,50,101.793,46.5967,78.2372,10.43,949,96.7,0,2.626,301.7,35.63
2014-05-19 00:00,51,134.521,204.388,39.8037,9.14,950,93.9,0,1.826,307.8,38.37
2014-05-20 00:00,52,48.7575,14.6374,42.0833,10.93,944,95.5,0,2.291,295,34.25
2014-05-21 00:00,53,80.9387,42.576,62.9155,15.48,939,93.5,0,4.135,338.9,20.93
2014-05-23 00:00,54,145.095,247.637,29.7551,11.66,945,81,0,1.907,314.6,29.95
2014-05-24 00:00,55,99.4953,95.7318,56.1631,17.88,944,54.67,0,3.218,344,15.17
2014-05-25 00:00,56,94.011,65.3975,65.7049,23.82,942,32.7,0,8.53,346.2,19.12
2014-05-26 00:00,57,132.885,179.349,58.1308,19.28,942,67.76,0,5.293,329.6,24.77
2014-05-27 00:00,58,145.61,264.42,26.2235,14.53,943,66.78,0,2.206,326.3,36.92
2014-05-28 00:00,59,129.524,173.041,47.1772,17.23,940,33.14,0,3.488,335.1,38.2
2014-05-29 00:00,60,136.099,152.801,73.1993,22.21,935,63.51,0,6.541,333.4,21.18
2014-05-30 00:00,61,122.796,146.387,54.1508,15.1,939,50.36,0,2.112,318.1,36.09
2014-05-31 00:00,62,132.826,233.299,43.4168,13.82,942,78.51,0,3.989,319.6,25.15
2014-06-01 00:00,63,150.116,291.678,23.8523,15.73,939,29.95,0,4.266,339.4,22.36
2014-06-02 00:00,64,123.647,221.974,35.7915,16.73,936,57.37,0,6.55,330.8,16.31
2014-06-03 00:00,65,156.029,335.816,14.9975,10.46,940,59.91,0,3.146,330.1,32.34
2014-06-04 00:00,66,156.458,338.878,15.1309,12.22,936,30.7,0,4.725,342.1,13.35
2014-06-05 00:00,67,153.49,325.255,16.3992,15.12,930,65.58,0,6.919,335.7,11.09
2014-06-06 00:00,68,126.394,188.107,39.7837,8.98,939,72.92,0,5.696,324.5,7.443
2014-06-07 00:00,69,148.528,315.991,15.8024,5.814,951,70.53,0,2.853,334,29.65
2014-06-08 00:00,70,146.7,292.572,24.1531,10.11,947,19.94,0,3.932,342.5,18.22
2014-06-09 00:00,71,119.365,185.722,49.0811,17.29,940,26.88,0,8.36,343.7,9.26
2014-06-10 00:00,72,127.22,189.758,48.7846,15.17,938,48.31,0,6.925,333.3,17.55
2014-06-11 00:00,73,149.945,330.021,14.7574,5.708,952,61.44,0,3.708,325.4,28.49
2014-06-12 00:00,74,152.206,337.861,14.433,5.095,952,52.44,0,2.486,330.7,35.34
2014-06-13 00:00,75,144.384,302.039,19.0221,10.56,947,37.67,0,3.205,339.3,16.14
2014-06-14 00:00,76,140.604,282.991,21.5387,17.32,941,29.93,0,5.259,341.9,30.62
2014-06-15 00:00,77,129.446,236.263,31.4616,17.98,934,49.79,0,7.575,340.7,23.61
2014-06-16 00:00,78,77.2911,83.238,51.3728,13.85,937,61.92,0,7.025,331.8,10.7
2014-06-17 00:00,79,143.914,312.007,15.6862,9.67,945,74.54,0,2.764,320,30.99
2014-06-18 00:00,80,143.097,311.017,14.7109,10.18,943,76.07,0,2.185,327.8,36.96
2014-06-19 00:00,81,135.665,257.766,31.1484,11.24,940,61.24,0,3.542,322.9,22.98
2014-06-20 00:00,82,128.652,230.473,39.535,8.34,951,66.86,0,5.953,325.3,13.25
2014-06-21 00:00,83,144.792,313.459,16.3316,6.434,956,47.43,0,3.815,341.9,19.05
2014-06-22 00:00,84,144.072,318.715,14.1357,9.95,954,54.92,0,2.627,326.9,39.89
2014-06-23 00:00,85,145.167,298.311,17.686,13.96,951,28.52,0,4.762,340.6,14.28
2014-06-24 00:00,86,137.523,261.453,26.818,17.38,948,40.94,0,6.203,343.6,14.75
2014-06-25 00:00,87,136.605,259.58,26.5152,17.7,946,33.87,0,5.824,345.3,23.38
2014-06-26 00:00,88,104.226,91.8309,60.7226,20.28,939,31.66,0,7.969,346.3,13.06
2014-06-27 00:00,89,96.1713,108.147,39.5168,15.07,940,76.27,0,5.185,329,13.11
2014-06-28 00:00,90,135.214,275.56,26.3801,8.22,949,80.8,0,2.775,333.7,27.49
2014-06-29 00:00,91,146.132,319.802,14.5146,7.268,949,60.9,0,2.355,322.6,44.98
2014-06-30 00:00,92,134.598,258.296,23.1069,11.48,944,61.1,0,2.23,294.7,32.37
2014-07-01 00:00,93,131.455,240.859,25.8586,14.58,943,27.2,0,3.373,340.6,26.79
2014-07-02 00:00,94,125.462,180.821,47.0696,22.57,942,27.26,0,7.911,343.3,17.76
2014-07-03 00:00,95,125.647,176.038,48.5904,21.06,943,30.9,0,5.887,346.4,18.64
2014-07-04 00:00,96,113.343,166.86,39.9055,21.24,941,32.43,0,6.439,345.2,18.47
2014-07-05 00:00,97,131.44,191.444,39.9205,22.43,935,27.98,0,8.09,345.7,13.68
2014-07-06 00:00,98,98.8209,117.207,51.6068,10.86,939,59.48,0,6.129,326,11.08
2014-07-07 00:00,99,152.711,318.505,19.4477,4.39,947,67.78,0,3.099,336.1,21.39
2014-07-08 00:00,100,140.765,287.392,20.7813,3.821,953,78.1,0,2.646,331.5,28.17
2014-07-09 00:00,101,151.031,326.067,15.1004,3.984,955,60.51,0,3.177,340.7,28.68
2014-07-10 00:00,102,152.689,311.838,17.3556,6.116,955,84.5,0,3.791,325.7,31.3
2014-07-11 00:00,103,154.803,332.651,14.9884,6.394,953,47.02,0,2.954,328.8,35.73
2014-07-12 00:00,104,90.022,84.2767,46.101,11.08,946,33.47,0,3.24,337.2,33.39
2014-07-13 00:00,105,135.791,182.299,49.631,14.1,944,73.64,0,4.344,329.7,28.08
2014-07-14 00:00,106,153.573,12.6001,149.291,8.12,950,61.4,0,3.438,339,20.67
2014-07-15 00:00,107,151.616,12.4634,147.348,8.35,951,77.72,0,2.866,329.2,37.86
2014-07-16 00:00,108,155.742,12.2733,151.709,10.43,947,18.63,0,2.984,332,34
2014-07-17 00:00,109,127.262,14.7855,121.308,19.57,942,18.95,0,7.267,345.2,13.74
2014-07-18 00:00,110,104.054,80.0978,63.0538,20.99,934,40.43,0,9.94,337.1,11.83
2014-07-19 00:00,111,160.695,334.251,16.214,11.93,938,54.74,0,5.183,330,15.41
2014-07-20 00:00,112,143.32,216.687,46.7041,10.78,945,68.75,0,5.089,337.4,13.74
2014-07-21 00:00,113,161.165,336.627,15.2164,9.36,951,69.84,0,2.408,328.5,34.58
2014-07-22 00:00,114,165.4,345.115,16.3665,7.523,950,47.16,0,2.341,326,34.87
2014-07-23 00:00,115,158.571,296.582,24.308,11.63,944,36.37,0,3.824,330.6,21.27
2014-07-24 00:00,116,157.453,296.425,23.5254,10.03,946,67.46,0,2.988,325.9,37.57
2014-07-25 00:00,117,152.28,234.283,48.0915,14.71,938,18.81,0,3.674,340.8,10.36
2014-07-26 00:00,118,126.407,155.55,68.9347,13.07,937,56.91,0,4.441,319.8,24.25
2014-07-27 00:00,119,128.278,147.67,61.5079,9.83,943,46.98,0,5.628,332.7,10.42
2014-07-28 00:00,120,99.7978,56.8877,77.19,11.4,951,74.83,0,3.406,332.3,14.95
2014-07-29 00:00,121,163.22,286.139,25.7369,10.72,956,77.14,0,3.395,302.9,37.21
2014-07-30 00:00,122,166.102,308.965,23.9092,11.11,952,43.56,0,2.458,321.1,37.14
2014-07-31 00:00,123,158.53,256.239,35.4646,18.25,948,40.17,0,5.427,346,7.157
2014-08-01 00:00,124,161.01,274.502,30.0512,19.15,944,87.3,0,4.786,341.5,17.55
2014-08-02 00:00,125,119.519,114.675,57.4069,13.35,945,97.9,0,1.834,286.5,14.37
2014-08-03 00:00,126,134.218,170.007,47.0913,18.03,942,17.04,0,4.174,341.3,21.6
2014-08-04 00:00,127,162.18,251.055,37.126,22.55,941,74.83,0,6.309,341.3,17.92
2014-08-05 00:00,128,46.7981,12.3617,41.2625,13.83,940,66.31,0,3.066,318.6,30.3
2014-08-06 00:00,129,180.633,292.829,39.2992,12.34,943,51.35,0,3.355,332.9,26.45
2014-08-07 00:00,130,176.597,307.914,22.0765,10.53,944,62.88,0,2.123,328.1,27.81
2014-08-08 00:00,131,165.205,253.895,38.7954,9.9,948,85,0,3.092,301.7,29.27
2014-08-09 00:00,132,42.3473,1.11167,41.7349,12.53,948,94.1,0,2.98,321.3,42.54
2014-08-10 00:00,133,72.0141,36.3138,59.4465,13.32,947,95.8,0,1.939,304.2,37.99
2014-08-11 00:00,134,154.117,167.855,63.2269,14.15,948,93.5,0,2.807,299.5,30.52
2014-08-12 00:00,135,151.897,192.861,47.5756,17.32,945,53.75,0,3.004,324.7,45.38
2014-08-13 00:00,136,168.358,241.863,46.1899,19.02,943,61.71,0,4.871,335.9,42.09
2014-08-14 00:00,137,172.305,233.285,44.8621,20.6,939,47.63,0,6.436,339.5,17.5
2014-08-15 00:00,138,193.075,345.846,22.8003,13.25,946,73.36,0,2.484,315.7,30.74
2014-08-16 00:00,139,148.717,190.093,63.4526,10.86,951,93.4,0,3.543,287.9,23.58
2014-08-17 00:00,140,170.02,236.264,37.6685,12.02,952,74.11,0,2.076,316.7,28.76
2014-08-18 00:00,141,138.532,132.94,68.3985,16.89,945,49.37,0,2.137,306.5,44.94
2014-08-19 00:00,142,185.057,265.452,43.0302,22.14,937,32.62,0,6.336,337.9,13.07
2014-08-20 00:00,143,169.456,198.501,63.3574,19.86,937,52.99,0,4.93,334.6,20.55
2014-08-21 00:00,144,75.0008,108.034,31.0758,11.77,940,77.3,0,4.022,335.7,26.99
2014-08-22 00:00,145,208.972,355.495,23.3781,10.09,940,69.66,0,4.811,332.3,18.46
2014-08-23 00:00,146,191.595,269.27,53.5716,10.48,944,57.83,0,5.01,325.4,11.91
2014-08-24 00:00,147,216.166,371.093,22.449,9.55,944,75.2,0,3.571,321.4,26.02
2014-08-25 00:00,148,211.834,348.332,23.1118,9.41,946,70.63,0,2.722,321.5,36.31
2014-08-26 00:00,149,223.118,385.98,19.077,13.39,942,17.8,0,3.025,334.3,25.07
2014-08-27 00:00,150,223.937,388.575,20.2425,14.75,941,55.49,0,3.113,322.2,33.29
2014-08-28 00:00,151,228.733,394.58,20.959,14.4,935,57.04,0,4.141,323.2,18.75
2014-08-29 00:00,152,176.372,226.153,54.898,9.61,937,80.1,0,5.558,329.8,13.62
2014-08-30 00:00,153,152.19,85.0911,102.004,7.051,950,86.1,0,4.744,317.5,16.29
2014-08-31 00:00,154,181.628,226.917,78.3414,7.638,955,90.7,0,2.485,286.8,26.68
2014-09-01 00:00,155,233.623,379.084,23.7123,10.01,952,89,0,2.569,294,31.81
2014-09-02 00:00,156,213.014,298.454,38.3152,13.04,949,55.94,0,1.631,293.5,29.3
2014-09-03 00:00,157,237.297,385.935,25.0752,17.33,946,22.91,0,3.222,340.4,25.58
2014-09-04 00:00,158,220.153,279.922,57.3156,20.5,945,38.06,0,4.246,336.1,24.47
2014-09-05 00:00,159,229.203,336.038,37.6602,16.91,946,20.81,0,2.053,303.8,38.27
2014-09-06 00:00,160,236.025,352.129,34.9413,23.69,943,54.65,0,5.229,343.7,16.73
2014-09-07 00:00,161,187.731,156.33,98.7303,18.67,943,83,0,3.365,306.6,23.23
2014-09-08 00:00,162,250.772,399.738,24.6498,17.31,944,23.44,0,2.02,320.2,25.17
2014-09-09 00:00,163,232.368,333.131,40.5682,14.84,947,84.5,0,2.835,284,19.04
2014-09-10 00:00,164,239.609,334.67,35.9165,17.24,941,87.7,0,2.253,283.7,13.64
2014-09-11 00:00,165,237.914,302.737,52.9153,16.1,941,85.6,0,3.491,281.1,10.86
2014-09-12 00:00,166,233.966,299.918,44.8894,14.87,939,92,0,1.898,292.9,19.01
2014-09-13 00:00,167,248.729,339.393,42.37,16.53,943,83.9,0,1.794,295.8,29.07
2014-09-14 00:00,168,230.868,255.551,70.2009,16.38,943,70.99,0,1.74,283.5,16.21
2014-09-15 00:00,169,151.23,84.8945,87.6503,18.3,940,36.79,0,3.013,316.3,33.39
2014-09-16 00:00,170,243.149,323.935,45.3217,23.7,942,22.93,0,2.985,320.7,31.94
2014-09-17 00:00,171,228.664,220.399,97.6414,18.63,941,88.9,0,2.46,281.8,11.45
2014-09-18 00:00,172,151.389,81.8208,93.3053,22.4,933,71.56,0,6.176,333.6,28.17
2014-09-19 00:00,173,195.923,204.888,72.577,16.08,936,42.24,0,7.537,326.7,9.8
2014-09-20 00:00,174,278.294,424.705,25.1376,11.28,948,61.26,0,5.75,314.7,16.85
2014-09-21 00:00,175,267.184,380.093,40.7688,11.16,950,55.59,0,2.225,300.4,34.3
2014-09-22 00:00,176,275.873,410.719,28.5828,14.25,947,71.75,0,2.526,290.4,24.25
2014-09-23 00:00,177,226.977,190.423,86.022,18.22,942,38.7,0,3.012,293.8,29.03
2014-09-24 00:00,178,156.502,66.8294,112.872,23.94,940,96.2,0,5.055,331.2,26.85
2014-09-25 00:00,179,175.645,239.304,26.8242,16.56,940,84.9,0,3.329,307.3,31.08
2014-09-26 00:00,180,265.528,339.166,38.3802,15.86,942,91.1,0,2.382,285.8,13.05
2014-09-27 00:00,181,245.592,291.556,43.0468,15.55,939,80.5,0,2.482,282.2,11.26
2014-09-28 00:00,182,188.629,133.448,110.656,12.72,945,73.86,0,4.469,296.6,15.28
2014-09-29 00:00,183,214.007,80.7328,155.38,11.3,945,85.5,0,7.044,278,21.8
2014-09-30 00:00,184,244.638,241.425,86.6878,14.33,940,93.6,0,2.665,297.6,20.08
2014-10-01 00:00,185,104.492,10.1404,96.8828,11.06,943,96.7,0,2.952,316.2,17.83
2014-10-02 00:00,186,201.932,105.317,129.79,13.95,949,95,0,3.676,279.7,8.78
2014-10-03 00:00,187,256.472,268.148,75.6662,13.15,948,96.9,0,2.912,284.4,12.24
2014-10-04 00:00,188,266.875,300.735,62.2613,13.72,948,84.5,0,2.194,290.3,16.66
2014-10-05 00:00,189,305.204,446.257,23.7898,14.53,949,91.9,0,2.626,293.6,27.55
2014-10-06 00:00,190,285.985,356.236,39.0078,17.34,946,48.18,0,1.864,292.6,28.76
2014-10-07 00:00,191,303.971,407.428,39.72,24.89,940,25.62,0,4.244,338.4,18.17
2014-10-08 00:00,192,256.348,267.664,68.0003,24.2,936,72.72,0,5.895,317.5,30.27
2014-10-09 00:00,193,194.67,111.845,114.358,15.87,936,61.73,0,3.544,289.3,17.03
2014-10-10 00:00,194,226.148,164.72,134.989,12.63,941,66.6,0,3.913,288.8,10.68
2014-10-11 00:00,195,272.566,230.147,118.681,12.46,946,87.2,0,4.918,280.2,22.47
2014-10-12 00:00,196,284.052,302.853,75.1784,16.95,940,79.57,0,2.489,283.5,19.02
2014-10-13 00:00,197,303.026,381.09,56.9144,17.85,943,69.46,0,3.545,283.4,25.35
2014-10-14 00:00,198,276.383,274.998,92.9297,16.86,947,84.2,0,5.125,276.6,14.08
2014-10-15 00:00,199,304.038,341.082,75.5115,18.1,939,77.59,0,2.621,286.5,9.38
2014-10-16 00:00,200,298.959,315.869,67.5033,17.97,938,78.22,0,4.304,298.4,28.86
2014-10-17 00:00,201,159.381,50.4426,124.276,14.88,940,84.4,0,4.576,288.9,12
